Level,Sp,Index,m:s.ms.us,Dur,Len,Err,Dev,Ep,Record,Data,Summary
2,HS,1561,2:56.624.746,1.166 us,67 B,,03,02,      DATA0 packet,C3 12 33 FF FF FF FF FF FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 AE A7,
2,HS,1562,2:56.624.748,50 ns,1 B,,03,02,      ACK packet,D2,
0,HS,1563,2:56.624.617,251.916 us,64 B,K,03,04,Input Report,12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,1564,2:56.624.617,251.916 us,64 B,,03,04,   IN txn   [2 POLL],12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,1565,2:56.624.617,128.633 us,,,03,04,      [2 IN-NAK],,
2,HS,1566,2:56.624.867,83 ns,3 B,,03,04,      IN packet,69 03 02,
2,HS,1567,2:56.624.867,1.150 us,67 B,,03,04,      DATA0 packet,C3 12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 3A 7D,
2,HS,1568,2:56.624.869,50 ns,1 B,,03,04,      ACK packet,D2,
0,HS,1569,2:56.625.118,1.883 us,64 B,K,03,02,Output Report,12 10 9E E7 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,1570,2:56.625.118,1.883 us,64 B,,03,02,   OUT txn,12 10 9E E7 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,1571,2:56.625.118,83 ns,3 B,,03,02,      OUT packet,E1 03 79,
2,HS,1572,2:56.625.118,1.150 us,67 B,,03,02,      DATA1 packet,4B 12 10 9E E7 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2A 3B,
2,HS,1573,2:56.625.120,33 ns,1 B,,03,02,      ACK packet,D2,
0,HS,1574,2:56.624.992,251.933 us,64 B,K,03,04,Input Report,12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,1575,2:56.624.992,251.933 us,64 B,,03,04,   IN txn   [2 POLL],12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,1576,2:56.624.992,125.416 us,,,03,04,      [2 IN-NAK],,
2,HS,1577,2:56.625.242,83 ns,3 B,,03,04,      IN packet,69 03 02,
2,HS,1578,2:56.625.242,1.133 us,67 B,,03,04,      DATA1 packet,4B 12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 3A 7D,
2,HS,1579,2:56.625.244,50 ns,1 B,,03,04,      ACK packet,D2,
0,HS,1580,2:56.625.493,1.900 us,64 B,K,03,02,Output Report,12 33 FF FF FF FF FF FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,1581,2:56.625.493,1.900 us,64 B,,03,02,   OUT txn,12 33 FF FF FF FF FF FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,1582,2:56.625.493,83 ns,3 B,,03,02,      OUT packet,E1 03 79,
2,HS,1583,2:56.625.493,1.166 us,67 B,,03,02,      DATA0 packet,C3 12 33 FF FF FF FF FF FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 AE A7,
2,HS,1584,2:56.625.495,50 ns,1 B,,03,02,      ACK packet,D2,
0,HS,1585,2:56.625.367,251.916 us,64 B,K,03,04,Input Report,12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,1586,2:56.625.367,251.916 us,64 B,,03,04,   IN txn   [2 POLL],12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,1587,2:56.625.367,125.416 us,,,03,04,      [2 IN-NAK],,
2,HS,1588,2:56.625.617,83 ns,3 B,,03,04,      IN packet,69 03 02,
2,HS,1589,2:56.625.617,1.150 us,67 B,,03,04,      DATA0 packet,C3 12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 3A 7D,
2,HS,1590,2:56.625.619,50 ns,1 B,,03,04,      ACK packet,D2,
0,HS,1591,2:56.625.868,1.866 us,64 B,K,03,02,Output Report,12 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,1592,2:56.625.868,1.866 us,64 B,,03,02,   OUT txn,12 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,1593,2:56.625.868,83 ns,3 B,,03,02,      OUT packet,E1 03 79,
2,HS,1594,2:56.625.868,1.150 us,67 B,,03,02,      DATA1 packet,4B 12 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 33 BF,
2,HS,1595,2:56.625.870,33 ns,1 B,,03,02,      ACK packet,D2,
0,HS,1596,2:56.625.742,251.916 us,64 B,K,03,04,Input Report,12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,1597,2:56.625.742,251.916 us,64 B,,03,04,   IN txn   [2 POLL],12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,1598,2:56.625.742,125.400 us,,,03,04,      [2 IN-NAK],,
2,HS,1599,2:56.625.992,83 ns,3 B,,03,04,      IN packet,69 03 02,
2,HS,1600,2:56.625.992,1.133 us,67 B,,03,04,      DATA1 packet,4B 12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 3A 7D,
2,HS,1601,2:56.625.994,50 ns,1 B,,03,04,      ACK packet,D2,
0,HS,1602,2:56.626.243,1.883 us,64 B,K,03,02,Output Report,05 00 01 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,1603,2:56.626.243,1.883 us,64 B,,03,02,   OUT txn,05 00 01 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,1604,2:56.626.243,66 ns,3 B,,03,02,      OUT packet,E1 03 79,
2,HS,1605,2:56.626.243,1.150 us,67 B,,03,02,      DATA0 packet,C3 05 00 01 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 87 63,
2,HS,1606,2:56.626.245,50 ns,1 B,,03,02,      ACK packet,D2,
0,HS,1607,2:56.626.117,251.916 us,64 B,K,03,04,Input Report,05 01 01 77 24 A0 5B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,1608,2:56.626.117,251.916 us,64 B,,03,04,   IN txn   [2 POLL],05 01 01 77 24 A0 5B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,1609,2:56.626.117,125.416 us,,,03,04,      [2 IN-NAK],,
2,HS,1610,2:56.626.367,66 ns,3 B,,03,04,      IN packet,69 03 02,
2,HS,1611,2:56.626.367,1.150 us,67 B,,03,04,      DATA0 packet,C3 05 01 01 77 24 A0 5B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 45 8D,
2,HS,1612,2:56.626.369,33 ns,1 B,,03,04,      ACK packet,D2,
0,HS,1613,2:56.626.618,1.866 us,64 B,K,03,02,Output Report,04 00 64 00 00 00 5B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,1614,2:56.626.618,1.866 us,64 B,,03,02,   OUT txn,04 00 64 00 00 00 5B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,1615,2:56.626.618,66 ns,3 B,,03,02,      OUT packet,E1 03 79,
2,HS,1616,2:56.626.618,1.133 us,67 B,,03,02,      DATA1 packet,4B 04 00 64 00 00 00 5B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 7C 47,
2,HS,1617,2:56.626.620,33 ns,1 B,,03,02,      ACK packet,D2,
0,HS,1618,2:56.626.492,255.150 us,64 B,K,03,04,Input Report,04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,1619,2:56.626.492,255.150 us,64 B,,03,04,   IN txn   [2 POLL],04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,1620,2:56.626.492,125.400 us,,,03,04,      [2 IN-NAK],,
2,HS,1621,2:56.626.745,66 ns,3 B,,03,04,      IN packet,69 03 02,
2,HS,1622,2:56.626.746,1.133 us,67 B,,03,04,      DATA1 packet,4B 04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 BE D3,
2,HS,1623,2:56.626.747,33 ns,1 B,,03,04,      ACK packet,D2,
0,HS,1624,2:56.626.993,1.866 us,64 B,K,03,02,Output Report,05 00 01 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,1625,2:56.626.993,1.866 us,64 B,,03,02,   OUT txn,05 00 01 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,1626,2:56.626.993,66 ns,3 B,,03,02,      OUT packet,E1 03 79,
2,HS,1627,2:56.626.993,1.133 us,67 B,,03,02,      DATA0 packet,C3 05 00 01 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 87 63,
2,HS,1628,2:56.626.995,50 ns,1 B,,03,02,      ACK packet,D2,
0,HS,1629,2:56.626.867,251.916 us,64 B,K,03,04,Input Report,05 01 07 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,1630,2:56.626.867,251.916 us,64 B,,03,04,   IN txn   [2 POLL],05 01 07 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,1631,2:56.626.867,125.400 us,,,03,04,      [2 IN-NAK],,
2,HS,1632,2:56.627.117,66 ns,3 B,,03,04,      IN packet,69 03 02,
2,HS,1633,2:56.627.117,1.150 us,67 B,,03,04,      DATA0 packet,C3 05 01 07 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 3D A4,
2,HS,1634,2:56.627.119,33 ns,1 B,,03,04,      ACK packet,D2,
0,HS,1635,2:56.627.368,1.866 us,64 B,K,03,02,Output Report,08 00 1E 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,1636,2:56.627.368,1.866 us,64 B,,03,02,   OUT txn,08 00 1E 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,1637,2:56.627.368,66 ns,3 B,,03,02,      OUT packet,E1 03 79,
2,HS,1638,2:56.627.369,1.133 us,67 B,,03,02,      DATA1 packet,4B 08 00 1E 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B7 C8,
2,HS,1639,2:56.627.370,33 ns,1 B,,03,02,      ACK packet,D2,
0,HS,1640,2:56.627.242,251.900 us,64 B,K,03,04,Input Report,08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,1641,2:56.627.242,251.900 us,64 B,,03,04,   IN txn   [2 POLL],08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,1642,2:56.627.242,125.400 us,,,03,04,      [2 IN-NAK],,
2,HS,1643,2:56.627.492,66 ns,3 B,,03,04,      IN packet,69 03 02,
2,HS,1644,2:56.627.493,1.133 us,67 B,,03,04,      DATA1 packet,4B 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 BD D6,
2,HS,1645,2:56.627.494,33 ns,1 B,,03,04,      ACK packet,D2,
0,HS,1646,2:56.627.743,1.866 us,64 B,K,03,02,Output Report,04 00 64 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,1647,2:56.627.743,1.866 us,64 B,,03,02,   OUT txn,04 00 64 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,1648,2:56.627.743,66 ns,3 B,,03,02,      OUT packet,E1 03 79,
2,HS,1649,2:56.627.744,1.133 us,67 B,,03,02,      DATA0 packet,C3 04 00 64 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 9D F7,
2,HS,1650,2:56.627.745,50 ns,1 B,,03,02,      ACK packet,D2,
0,HS,1651,2:56.627.617,251.900 us,64 B,K,03,04,Input Report,04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,1652,2:56.627.617,251.900 us,64 B,,03,04,   IN txn   [2 POLL],04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,1653,2:56.627.617,125.400 us,,,03,04,      [2 IN-NAK],,
2,HS,1654,2:56.627.867,66 ns,3 B,,03,04,      IN packet,69 03 02,
2,HS,1655,2:56.627.868,1.150 us,67 B,,03,04,      DATA0 packet,C3 04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 BE D3,
2,HS,1656,2:56.627.869,33 ns,1 B,,03,04,      ACK packet,D2,
0,HS,1657,2:56.628.118,1.883 us,64 B,K,03,02,Output Report,05 00 01 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,1658,2:56.628.118,1.883 us,64 B,,03,02,   OUT txn,05 00 01 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,1659,2:56.628.118,83 ns,3 B,,03,02,      OUT packet,E1 03 79,
2,HS,1660,2:56.628.119,1.150 us,67 B,,03,02,      DATA1 packet,4B 05 00 01 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 87 63,
2,HS,1661,2:56.628.120,33 ns,1 B,,03,02,      ACK packet,D2,
0,HS,1662,2:56.627.992,251.933 us,64 B,K,03,04,Input Report,05 01 07 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,1663,2:56.627.992,251.933 us,64 B,,03,04,   IN txn   [2 POLL],05 01 07 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,1664,2:56.627.992,125.416 us,,,03,04,      [2 IN-NAK],,
2,HS,1665,2:56.628.242,83 ns,3 B,,03,04,      IN packet,69 03 02,
2,HS,1666,2:56.628.243,1.133 us,67 B,,03,04,      DATA1 packet,4B 05 01 07 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 3D A4,
2,HS,1667,2:56.628.244,50 ns,1 B,,03,04,      ACK packet,D2,
0,HS,1668,2:56.628.493,1.883 us,64 B,K,03,02,Output Report,08 00 1E 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,1669,2:56.628.493,1.883 us,64 B,,03,02,   OUT txn,08 00 1E 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,1670,2:56.628.493,83 ns,3 B,,03,02,      OUT packet,E1 03 79,
2,HS,1671,2:56.628.494,1.150 us,67 B,,03,02,      DATA0 packet,C3 08 00 1E 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B7 C8,
2,HS,1672,2:56.628.495,50 ns,1 B,,03,02,      ACK packet,D2,
0,HS,1673,2:56.628.367,251.916 us,64 B,K,03,04,Input Report,08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,1674,2:56.628.367,251.916 us,64 B,,03,04,   IN txn   [2 POLL],08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,1675,2:56.628.367,125.416 us,,,03,04,      [2 IN-NAK],,
2,HS,1676,2:56.628.617,83 ns,3 B,,03,04,      IN packet,69 03 02,
2,HS,1677,2:56.628.618,1.150 us,67 B,,03,04,      DATA0 packet,C3 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 BD D6,
2,HS,1678,2:56.628.619,50 ns,1 B,,03,04,      ACK packet,D2,
0,HS,1679,2:56.628.868,1.866 us,64 B,K,03,02,Output Report,10 00 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,1680,2:56.628.868,1.866 us,64 B,,03,02,   OUT txn,10 00 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,1681,2:56.628.868,83 ns,3 B,,03,02,      OUT packet,E1 03 79,
2,HS,1682,2:56.628.869,1.150 us,67 B,,03,02,      DATA1 packet,4B 10 00 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C4 1C,
2,HS,1683,2:56.628.870,33 ns,1 B,,03,02,      ACK packet,D2,
